Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5253 | games   640 | time 1s/300s
step 4700 | loss 0.2398 | games 300800 | time 262s/300s
step 4710 | loss 0.2800 | games 301440 | time 263s/300s
step 4720 | loss 0.2327 | games 302080 | time 264s/300s
step 4730 | loss 0.2859 | games 302720 | time 264s/300s
step 4740 | loss 0.2630 | games 303360 | time 265s/300s
step 4750 | loss 0.2600 | games 304000 | time 265s/300s
step 4760 | loss 0.2385 | games 304640 | time 266s/300s
step 4770 | loss 0.2519 | games 305280 | time 266s/300s
step 4780 | loss 0.2691 | games 305920 | time 267s/300s
step 4790 | loss 0.2677 | games 306560 | time 268s/300s
step 4800 | loss 0.2535 | games 307200 | time 268s/300s
step 4810 | loss 0.2199 | games 307840 | time 269s/300s
step 4820 | loss 0.2643 | games 308480 | time 269s/300s
step 4830 | loss 0.2649 | games 309120 | time 270s/300s
step 4840 | loss 0.2732 | games 309760 | time 271s/300s
step 4850 | loss 0.2815 | games 310400 | time 271s/300s
step 4860 | loss 0.2367 | games 311040 | time 272s/300s
step 4870 | loss 0.2591 | games 311680 | time 272s/300s
step 4880 | loss 0.2677 | games 312320 | time 273s/300s
step 4890 | loss 0.2520 | games 312960 | time 273s/300s
step 4900 | loss 0.2410 | games 313600 | time 274s/300s
step 4910 | loss 0.2567 | games 314240 | time 275s/300s
step 4920 | loss 0.2497 | games 314880 | time 275s/300s
step 4930 | loss 0.2259 | games 315520 | time 276s/300s
step 4940 | loss 0.2490 | games 316160 | time 276s/300s
step 4950 | loss 0.2439 | games 316800 | time 277s/300s
step 4960 | loss 0.2893 | games 317440 | time 278s/300s
step 4970 | loss 0.2486 | games 318080 | time 278s/300s
step 4980 | loss 0.2554 | games 318720 | time 279s/300s
step 4990 | loss 0.2989 | games 319360 | time 279s/300s
step 5000 | loss 0.2679 | games 320000 | time 280s/300s
step 5010 | loss 0.2923 | games 320640 | time 281s/300s
step 5020 | loss 0.2807 | games 321280 | time 281s/300s
step 5030 | loss 0.2687 | games 321920 | time 282s/300s
step 5040 | loss 0.2687 | games 322560 | time 283s/300s
step 5050 | loss 0.2587 | games 323200 | time 283s/300s
step 5060 | loss 0.2591 | games 323840 | time 284s/300s
step 5070 | loss 0.2586 | games 324480 | time 284s/300s
step 5080 | loss 0.2668 | games 325120 | time 285s/300s
step 5090 | loss 0.2513 | games 325760 | time 286s/300s
step 5100 | loss 0.2503 | games 326400 | time 286s/300s
step 5110 | loss 0.2793 | games 327040 | time 287s/300s
step 5120 | loss 0.2561 | games 327680 | time 287s/300s
step 5130 | loss 0.2470 | games 328320 | time 288s/300s
step 5140 | loss 0.2602 | games 328960 | time 289s/300s
step 5150 | loss 0.2413 | games 329600 | time 289s/300s
step 5160 | loss 0.2362 | games 330240 | time 290s/300s
step 5170 | loss 0.2487 | games 330880 | time 290s/300s
step 5180 | loss 0.2525 | games 331520 | time 291s/300s
step 5190 | loss 0.2455 | games 332160 | time 291s/300s
step 5200 | loss 0.2511 | games 332800 | time 292s/300s
step 5210 | loss 0.2313 | games 333440 | time 293s/300s
step 5220 | loss 0.2255 | games 334080 | time 293s/300s
step 5230 | loss 0.2473 | games 334720 | time 294s/300s
step 5240 | loss 0.2533 | games 335360 | time 294s/300s
step 5250 | loss 0.2628 | games 336000 | time 295s/300s
step 5260 | loss 0.2465 | games 336640 | time 295s/300s
step 5270 | loss 0.2219 | games 337280 | time 296s/300s
step 5280 | loss 0.2484 | games 337920 | time 297s/300s
step 5290 | loss 0.2466 | games 338560 | time 297s/300s
step 5300 | loss 0.2503 | games 339200 | time 298s/300s
step 5310 | loss 0.2521 | games 339840 | time 298s/300s
step 5320 | loss 0.2653 | games 340480 | time 299s/300s
step 5330 | loss 0.2844 | games 341120 | time 300s/300s

Training complete: 5338 steps, 341632 games, 300.0s

Evaluating against opponent suite...

Per-opponent results:
  random         : 1.000 win_rate (100W 0L 0D / 100)
  one_step       : 1.000 win_rate (100W 0L 0D / 100)
  minimax_d3     : 0.000 win_rate (0W 100L 0D / 100)
  minimax_d5     : 0.500 win_rate (50W 50L 0D / 100)

---
win_rate:          0.461538
training_seconds:  300.0
total_seconds:     353.6
eval_seconds:      52.6
peak_vram_mb:      95.3
total_games:       341632
num_steps:         5338
num_params:        764872
conv_layers:       3
conv_channels:     64
fc_hidden:         128
entropy_coef:      0.03
