Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5371 | games   640 | time 1s/300s
step 3050 | loss 0.2663 | games 195200 | time 176s/300s
step 3060 | loss 0.2729 | games 195840 | time 176s/300s
step 3070 | loss 0.2629 | games 196480 | time 177s/300s
step 3080 | loss 0.2706 | games 197120 | time 177s/300s
step 3090 | loss 0.2857 | games 197760 | time 178s/300s
step 3100 | loss 0.2354 | games 198400 | time 178s/300s
step 3110 | loss 0.2411 | games 199040 | time 179s/300s
step 3120 | loss 0.2657 | games 199680 | time 180s/300s
step 3130 | loss 0.2828 | games 200320 | time 180s/300s
step 3140 | loss 0.2815 | games 200960 | time 181s/300s
step 3150 | loss 0.2721 | games 201600 | time 181s/300s
step 3160 | loss 0.2842 | games 202240 | time 182s/300s
step 3170 | loss 0.2789 | games 202880 | time 182s/300s
step 3180 | loss 0.3000 | games 203520 | time 183s/300s
step 3190 | loss 0.2982 | games 204160 | time 183s/300s
step 3200 | loss 0.3108 | games 204800 | time 184s/300s
step 3210 | loss 0.3187 | games 205440 | time 185s/300s
step 3220 | loss 0.2936 | games 206080 | time 185s/300s
step 3230 | loss 0.2970 | games 206720 | time 186s/300s
step 3240 | loss 0.3151 | games 207360 | time 186s/300s
step 3250 | loss 0.3304 | games 208000 | time 187s/300s
step 3260 | loss 0.3174 | games 208640 | time 188s/300s
step 3270 | loss 0.3182 | games 209280 | time 188s/300s
step 3280 | loss 0.2923 | games 209920 | time 189s/300s
step 3290 | loss 0.2977 | games 210560 | time 189s/300s
step 3300 | loss 0.2638 | games 211200 | time 190s/300s
step 3310 | loss 0.2383 | games 211840 | time 190s/300s
step 3320 | loss 0.2652 | games 212480 | time 191s/300s
step 3330 | loss 0.2988 | games 213120 | time 191s/300s
step 3340 | loss 0.2469 | games 213760 | time 192s/300s
step 3350 | loss 0.2776 | games 214400 | time 193s/300s
step 3360 | loss 0.2935 | games 215040 | time 193s/300s
step 3370 | loss 0.2854 | games 215680 | time 194s/300s
step 3380 | loss 0.3187 | games 216320 | time 194s/300s
step 3390 | loss 0.3103 | games 216960 | time 195s/300s
step 3400 | loss 0.2372 | games 217600 | time 196s/300s
step 3410 | loss 0.2704 | games 218240 | time 196s/300s
step 3420 | loss 0.2665 | games 218880 | time 197s/300s
step 3430 | loss 0.3126 | games 219520 | time 197s/300s
step 3440 | loss 0.3026 | games 220160 | time 198s/300s
