Device: cuda
Model parameters: 764,872
Time budget: 300s
Self-play ratio: 0.7
Exploration rate: 0.15 -> 0.02
Entropy coef: 0.03
Games per batch: 64

step   10 | loss 0.5230 | games   640 | time 1s/300s
step 3320 | loss 0.1716 | games 212480 | time 178s/300s
step 3330 | loss 0.2224 | games 213120 | time 179s/300s
step 3340 | loss 0.1762 | games 213760 | time 179s/300s
step 3350 | loss 0.2626 | games 214400 | time 179s/300s
step 3360 | loss 0.3024 | games 215040 | time 180s/300s
step 3370 | loss 0.2458 | games 215680 | time 181s/300s
step 3380 | loss 0.2734 | games 216320 | time 181s/300s
step 3390 | loss 0.2885 | games 216960 | time 182s/300s
step 3400 | loss 0.2846 | games 217600 | time 182s/300s
step 3410 | loss 0.2268 | games 218240 | time 183s/300s
step 3420 | loss 0.1995 | games 218880 | time 183s/300s
step 3430 | loss 0.2739 | games 219520 | time 184s/300s
step 3440 | loss 0.2650 | games 220160 | time 184s/300s
step 3450 | loss 0.3056 | games 220800 | time 185s/300s
step 3460 | loss 0.2592 | games 221440 | time 185s/300s
step 3470 | loss 0.1978 | games 222080 | time 186s/300s
step 3480 | loss 0.2348 | games 222720 | time 186s/300s
step 3490 | loss 0.1668 | games 223360 | time 187s/300s
step 3500 | loss 0.1080 | games 224000 | time 187s/300s
step 3510 | loss 0.0583 | games 224640 | time 188s/300s
step 3520 | loss 0.0365 | games 225280 | time 188s/300s
step 3530 | loss 0.1184 | games 225920 | time 189s/300s
step 3540 | loss 0.1967 | games 226560 | time 189s/300s
step 3550 | loss 0.2355 | games 227200 | time 190s/300s
step 3560 | loss 0.2798 | games 227840 | time 190s/300s
step 3570 | loss 0.2696 | games 228480 | time 191s/300s
step 3580 | loss 0.2600 | games 229120 | time 191s/300s
step 3590 | loss 0.2144 | games 229760 | time 192s/300s
step 3600 | loss 0.2093 | games 230400 | time 192s/300s
step 3610 | loss 0.2352 | games 231040 | time 193s/300s
step 3620 | loss 0.2685 | games 231680 | time 194s/300s
step 3630 | loss 0.2811 | games 232320 | time 194s/300s
step 3640 | loss 0.2804 | games 232960 | time 195s/300s
step 3650 | loss 0.2620 | games 233600 | time 195s/300s
step 3660 | loss 0.2454 | games 234240 | time 196s/300s
step 3670 | loss 0.2727 | games 234880 | time 196s/300s
step 3680 | loss 0.2553 | games 235520 | time 197s/300s
step 3690 | loss 0.2330 | games 236160 | time 197s/300s
step 3700 | loss 0.2572 | games 236800 | time 198s/300s
step 3710 | loss 0.2864 | games 237440 | time 198s/300s
step 3720 | loss 0.2705 | games 238080 | time 199s/300s
step 3730 | loss 0.1813 | games 238720 | time 200s/300s
step 3740 | loss 0.2064 | games 239360 | time 200s/300s
step 3750 | loss 0.3096 | games 240000 | time 201s/300s
step 3760 | loss 0.2680 | games 240640 | time 201s/300s
step 3770 | loss 0.2771 | games 241280 | time 202s/300s
step 3780 | loss 0.2431 | games 241920 | time 202s/300s
step 3790 | loss 0.2879 | games 242560 | time 203s/300s
step 3800 | loss 0.2717 | games 243200 | time 203s/300s
step 3810 | loss 0.3569 | games 243840 | time 204s/300s
step 3820 | loss 0.3310 | games 244480 | time 204s/300s
step 3830 | loss 0.3046 | games 245120 | time 205s/300s
step 3840 | loss 0.2528 | games 245760 | time 205s/300s
